2 Nov,34.3,25.2,25.9,22.4,0.4,10.3,1.0,26.8,1013.5,1008.5
3 Nov,32.9,25.1,25.9,22.9,0.0,5.8,1.2,26.7,1014.2,1010.2
4 Nov,33.7,25.0,26.9,22.9,2.2,6.7,0.8,26.5,1014.9,1010.4
5 Nov,31.6,24.6,27.0,23.4,29.4,7.6,0.9,26.8,1014.8,1008.8
6 Nov,34.0,25.5,27.0,23.5,0.0,5.8,1.1,28.9,1013.1,1007.7
7 Nov,34.8,26.3,26.9,24.5,0.0,5.8,1.4,29.7,1013.1,1008.7
8 Nov,31.9,22.9,26.5,21.7,33.4,13.9,1.6,26.7,1017.1,1010.7
9 Nov,34.2,25.2,26.9,22.9,0.0,6.3,1.0,26.3,1015.2,1010.2
12 Nov,32.2,23.8,27.7,22.7,61.0,9.8,0.8,25.4,1013.7,1009.9
13 Nov,32.8,24.6,26.9,24.1,0.0,5.8,1.0,27.1,1014.1,1009.0
15 Nov,30.4,25.1,25.7,23.9,0.0,8.5,1.3,26.6,1014.7,1009.8
16 Nov,33.4,25.1,26.8,23.8,0.0,6.3,1.1,26.5,1014.1,1009.5
17 Nov,35.2,24.4,26.0,21.4,0.0,7.6,1.3,27.9,1014.0,1009.6
18 Nov,35.0,25.3,26.0,22.4,0.0,8.0,1.2,27.4,1014.3,1008.9
19 Nov,32.9,25.2,26.4,23.7,4.2,8.0,1.2,25.9,1013.9,1009.1
21 Nov,30.8,24.3,26.1,23.7,0.2,8.5,1.4,25.9,1013.8,1009.9
22 Nov,32.0,24.8,25.7,23.3,0.2,6.3,1.3,25.4,1014.2,1010.5
23 Nov,31.5,24.4,26.3,23.5,0.8,8.9,1.4,25.7,1014.6,1010.4
25 Nov,34.7,23.8,26.3,22.6,1.8,8.5,1.0,26.7,1014.3,1008.8
26 Nov,33.3,24.7,26.4,23.9,0.0,9.4,1.9,27.6,1012.9,1007.3
27 Nov,32.7,25.2,26.7,24.1,0.0,7.2,1.5,26.7,1012.4,1008.3
28 Nov,32.4,25.1,26.8,23.8,11.6,8.5,1.3,26.9,1012.1,1008.3
29 Nov,32.6,24.5,27.1,23.6,51.6,9.4,1.0,25.3,1012.2,1009.3
30 Nov,33.2,24.7,27.1,24.2,0.2,6.7,1.0,26.4,1012.8,1007.8
